ela_mean,ela_std,ela_max,ela_skew,ela_kurtosis,ela_R_mean,ela_R_std,ela_G_mean,ela_G_std,ela_B_mean,ela_B_std,noise_mean,noise_std,noise_variance,noise_skew,noise_kurtosis,laplacian_variance,sobel_variance,dct_mean,dct_std,dct_energy,high_freq_dct_mean,high_freq_dct_std,blocking_artifacts_h,blocking_artifacts_v,fft_mean,fft_std,fft_energy,high_freq_energy,high_freq_ratio,spectral_centroid,gabor_mean,gabor_std,gabor_energy,contrast,dissimilarity,homogeneity,energy,R_mean,R_std,R_skew,R_kurtosis,R_min,R_max,R_median,G_mean,G_std,G_skew,G_kurtosis,G_min,G_max,G_median,B_mean,B_std,B_skew,B_kurtosis,B_min,B_max,B_median,overall_mean,overall_std,overall_skew,overall_kurtosis,edge_density,edge_mean,sobel_magnitude_mean,sobel_magnitude_std,sobel_direction_mean,sobel_direction_std,laplacian_mean,laplacian_std,laplacian_energy,hsv_H_mean,hsv_H_std,hsv_H_skew,hsv_S_mean,hsv_S_std,hsv_S_skew,hsv_V_mean,hsv_V_std,hsv_V_skew,color_moment_1,color_moment_2,color_moment_3,hist_r_entropy,hist_g_entropy,hist_b_entropy,wavelet_LL_mean,wavelet_LL_std,wavelet_LL_energy,wavelet_LH_mean,wavelet_LH_std,wavelet_LH_energy,wavelet_HL_mean,wavelet_HL_std,wavelet_HL_energy,wavelet_HH_mean,wavelet_HH_std,wavelet_HH_energy,wavelet_LL_ratio,wavelet_HH_ratio,lbp_mean,lbp_std,lbp_energy,lbp_entropy,image_path,label,tamper_type,category
2.135204,2.4533274,60.0,5.6137755346403955,63.874448014549785,2.1434152,2.4424415,1.6171477,1.4852418,2.6450493,3.0588546,-0.0030492665,9.746094,94.986336,-5.165032747464388,56.49154473542311,1957.2714442039016,4137.906815859149,30.31814,239.83916,2726670800.0,0.15841973,13.067995,114.95535714285714,112.8004298941799,2568.609089058756,54118.31742901478,147286130345984.03,75725335.45569593,5.141375856491887e-07,69.05668025142828,9.71129291560374,47.82022140444236,1088438,193.10444026265213,4.806674407431134,0.27633956048595826,0.08957247123302337,241.28820551658163,15.308810506697013,-7.747275069162172,66.46015342967785,68,254,244.0,241.56467235331633,14.103938476918287,-7.819829983205466,69.9577017287879,68,254,244.0,241.2980508609694,14.00568856602595,-7.89604315508553,72.72844755254133,67,254,243.0,241.38364291028913,14.485501692536463,-7.834332262799014,69.81714733789765,0.036451690051020405,9.295180963010203,26.534730985829526,64.32656384309011,0.08605386749318888,1.8132717974385715,0.0005580357142857143,44.241060613460675,98208052.0,69.85371492346938,50.65676170982887,0.21804782853667504,4.23828125,8.003916638024753,8.568080479127753,243.2981106505102,12.411283437689455,-8.537180485436394,241.38364291028913,209.82975928447672,-7.834332262799014,-498021.4,-497021.75,-493921.78,483.3258872480468,21.218039422315936,3095365716.911736,0.5277624211593593,12.126692371106614,1948508.0337096085,0.06217777798076541,9.901203537900622,1296548.5504295127,0.06564237753793847,8.973514582040721,1064986.408782803,0.9986095181151933,0.00034357993908871315,5.450454400510204,3.421393241526474,0.14829139439377412,2.079741166125015,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s11_29_b.tif,1,Copy-move,tampered
0.8712532,1.5946956,45.0,4.44992882977427,42.4820155069195,0.6742267,1.3419387,0.53770727,1.0102577,1.4018255,2.0919282,-0.07780612,18.414494,339.0936,-4.0082505575229055,26.32947653150224,6387.739715792248,13575.553142180486,31.362312,249.11607,2941307000.0,0.12940429,23.02974,39.620039682539684,42.58101851851852,3988.518594650119,56134.63473133259,158907667817472.03,128855775.77084446,8.108845692635397e-07,73.95707134326584,18.73113307823129,64.90195521637963,3057974,539.1178531390133,5.078094971172323,0.7720124132343825,0.6773963092371189,250.0724649234694,24.091921665231318,-5.811920944349446,34.56977185400801,50,255,255.0,250.1588807397959,24.176552443079448,-5.875822080392878,35.242205524301255,48,255,255.0,249.3875358737245,24.103432818408365,-5.767206105377525,34.27801407095271,49,255,255.0,249.87296051232994,24.126465694021867,-5.816667875268524,34.68216683588292,0.08262914540816327,21.070432079081634,41.60313954576519,116.51417571343191,0.1527921682637383,1.5070659604073529,-0.0006377551020408163,79.92333649061611,320511228.0,16.37336575255102,27.51053882808842,2.4650246377163576,1.638671875,4.614592712461232,6.779009983629833,250.43098294005102,23.289877353812756,-5.933249468213932,249.87296051232994,582.086346884814,-5.816667875268524,-524428.8,-525121.8,-520804.3,500.62973686469456,31.35908772747531,3327588878.920737,0.5279253133563118,26.701109902353007,9432439.971411865,-0.28956315015442835,17.067813061830453,3853686.8340543206,0.0006384594437139552,15.000866617001291,2975968.845618481,0.9951367163863615,0.0008899824986965971,6.855369100765306,1.9993990924256935,0.2315626402588389,1.6374600816092015,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s9_51_b.tif,1,Copy-move,tampered
1.5262675,2.7552326,49.0,3.6208478387736083,19.18401007680596,1.6070632,3.2942038,0.8512835,1.4502833,2.120456,3.0006044,-0.06943559,12.024161,144.58046,-4.960899482743098,58.80560314859463,2670.6988798532325,8545.06292857685,29.62412,237.18628,2665687000.0,0.11462719,19.935505,54.764054232804234,54.80191798941799,3109.4847041342914,53707.062085676924,145215235314688.0,88515330.8518293,6.095457591623397e-07,66.06772240491605,16.374603063881803,61.34305419639965,2116945,284.10315903267144,3.8720171364509937,0.6710915153697826,0.5616941468797918,231.31911670918367,48.760751590927555,-1.6565854459544926,0.8979486386310418,50,255,255.0,239.33169244260205,32.946766307634775,-2.0418144114472367,3.636239313090968,49,255,255.0,243.16019610969389,25.770333706100622,-3.273119939206514,13.584296240320668,50,255,254.0,237.93700175382654,37.41761496508678,-2.2492290490662574,4.044128997048987,0.046396683673469385,11.831154336734693,33.23330643441092,92.4395095647789,0.12179524887759695,1.5462839053978217,-0.00029894770408163266,51.67880493832295,134004987.0,28.418447066326532,38.29236336118242,1.2969717844850557,17.478097098214285,35.52859761627554,1.8003588738842147,244.41258769132654,24.498321202510056,-3.078026874697776,237.93700175382654,1400.0779096754857,-2.2492290490662574,-497300.06,-497772.4,-494972.3,476.5833382712838,67.77749622458563,3064569305.204833,-0.16960108635879478,14.869300134719118,2924376.154803669,0.03589229950371507,12.998498440773911,2234525.755879243,-0.016079616641966523,9.343152006716158,1154473.0419650842,0.9979441171773047,0.0003759417607923336,6.595962213010204,2.3648495073576443,0.20100328396976233,1.823186020310279,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s9_52_b.tif,1,Copy-move,tampered
1.1751302,2.8546064,82.0,8.240971954982179,111.68108403179838,0.87254864,2.7663229,0.44766423,1.161543,2.2051778,3.7098315,-0.09040178,13.81352,190.81335,-6.027167142686824,57.659502850549714,4087.6367173200847,8713.529176452997,31.566505,250.57376,2975890200.0,0.0942145,18.290361,31.638723544973544,37.44957010582011,3508.32901891214,56498.901843266474,160785694533632.0,108426370.38032779,6.743533415384037e-07,72.31149048293854,13.731543300914115,56.35459620749297,1885417,411.5161354900705,3.5318305573350415,0.8249988216487602,0.7364071514906585,251.66161112882654,19.28895346028497,-8.09375084963882,70.69856863250895,37,255,255.0,252.29767219387756,18.957831983038957,-8.642286557820112,77.67276455168684,40,255,255.0,250.87908561862244,19.685051785565264,-8.105283103786704,69.1710142340641,43,255,254.0,251.61278964710885,19.32161270125524,-8.265234774046588,72.26796612769002,0.04251036352040816,10.840142697704081,26.057809723581354,93.34628635598203,0.1508704933306275,1.4113065942323446,0.0011957908163265306,63.9346284678349,205101260.0,19.752192283163264,25.693648231571185,2.1063925575357523,3.1058075573979593,9.663914743003074,7.247296217422079,252.70358338647958,17.491182178345635,-9.214593961691982,251.61278964710885,373.3247173773079,-8.265234774046588,-524010.44,-531755.8,-525250.56,504.2931452275889,26.894394191110386,3372836350.983281,-0.055465326526099666,16.14933457774467,3449134.0070169587,0.13591327018187702,14.650567769851847,2838846.871037539,0.06067844344309877,12.84668264763925,2182666.3908021003,0.9974948600428074,0.0006455096777460202,6.922433035714286,1.846952798953374,0.26627090006061205,1.550780578928041,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s1_84_b.tif,1,Copy-move,tampered
1.6572199,4.2231507,87.0,5.939819148455092,47.51600162807086,1.3383689,4.139997,0.73423547,1.6919645,2.8990552,5.5683904,-0.067881055,22.351562,499.59232,-3.2527879375013273,17.31493481614934,8008.578610519528,25200.38391986378,31.137115,247.46138,2902313500.0,0.220833,29.986029,30.013723544973544,35.67791005291005,4511.5869701348065,55771.16402775641,157089874479103.97,143418875.8093928,9.129733936382407e-07,72.42350250841001,23.58476496067177,71.92938958728277,4154108,657.0696468609865,5.073930973734786,0.8283179984752741,0.7551806497892154,248.328125,29.90519930167061,-4.866176556979481,23.260946694330862,42,255,255.0,247.82469706632654,31.52785974023313,-4.741902206629806,21.844725713119374,40,255,255.0,246.5221619897959,32.693168991486615,-4.661951539130086,21.11644253476921,43,255,255.0,247.55832801870747,31.405452624662498,-4.757785871251888,22.092503474347847,0.10784040178571429,27.499302455357142,62.41714700219699,158.74628789317808,0.1453713752257682,1.397241296982498,0.003567442602040816,89.49066214147444,401838441.0,17.092932876275512,26.408025335048784,2.872693347573961,5.261997767857143,19.588959017688477,5.43842477675585,249.29761240433675,26.793595847128934,-5.213232160230791,247.55832801870747,986.3024545599206,-4.757785871251888,-521472.72,-521303.9,-516754.9,496.4654372087041,44.71149550350887,3286108962.0877924,-0.3755831398617855,31.67158844414228,13267724.384396747,-0.09844256451605174,20.381181723229236,5493694.880218532,0.22806276347570253,14.427023895851855,2753326.3865033416,0.9934954071103131,0.0008324182645266845,6.95637356505102,1.7449904481172902,0.27781586923086743,1.482829676919861,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s1_81_b.tif,1,Copy-move,tampered
2.2383676,2.6977832,56.0,6.086721916885529,65.87846099503136,2.276128,2.761821,1.6352041,1.4313921,2.8037708,3.3871305,-0.0125159435,14.357018,206.12398,-4.841096945769818,37.222011142703025,4320.938591920153,7907.962147606983,29.990347,237.91127,2682775800.0,0.12083861,18.224886,114.05109126984127,118.77728174603175,3375.7385141374248,53637.4266113147,144926810169344.03,109447287.84271093,7.551900694897238e-07,74.17992918690624,14.88002398224915,58.45554517244082,2174909,414.7804292120435,6.543882126841767,0.26787898992013776,0.08557730144008792,239.1025390625,19.92615484566111,-6.569257226368671,44.859387500291774,65,254,242.0,239.21817203443877,19.20336080745761,-6.659169565638104,46.7697252793344,67,254,242.0,238.9822225765306,18.654341520411638,-6.645576923127081,47.26787461289518,69,254,242.0,239.10097789115648,19.268566894678006,-6.6286279261797265,46.32630811007451,0.05855389030612245,14.931242028061224,38.4772093709666,88.92672347279519,0.07824721605092991,1.8136912124713136,0.028659119897959183,65.73384662348731,216807456.0,69.54183274872449,51.52819363396409,0.2396854845493915,4.459980867346939,8.938766101252412,9.139103539694403,241.06750239158163,17.63573926587475,-7.093418184301353,239.10097789115648,371.2776701746812,-6.6286279261797265,-495329.9,-494678.97,-490383.97,478.79570818272595,25.92258780078723,3040656434.4371486,0.19628762758176516,18.456979145548022,4505739.090957857,0.24487231233282455,14.994001384077906,2974038.5284058983,0.15430932210695467,13.071814868727675,2260101.654228392,0.9968070118529145,0.0007409206613808905,5.43082350127551,3.4317144272933913,0.14864763008063595,2.0791829281172256,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s11_38_b.tif,1,Copy-move,tampered
2.2655852,2.698318,59.0,5.964535583712085,65.16891884289461,2.2967355,2.7150671,1.640625,1.4327906,2.859395,3.4167423,-0.017897002,20.570595,423.14938,-3.03995547477994,15.940133807486731,8418.720711660008,18224.791120751386,29.54692,234.6179,2608937500.0,0.23566557,27.398315,116.07688492063492,112.98247354497354,5116.030108706607,52794.78005377811,141168297661440.03,158091546.6673595,1.119879953830045e-06,72.57756470568009,28.218743356717688,78.24386571507729,4347596,923.1842368673924,10.017757046764892,0.2521670061296893,0.07924331175265828,235.02515146683675,29.489738822980335,-4.675984526896606,21.166737413633154,54,254,241.0,234.98871970663265,29.493292545135425,-4.663379857860675,21.045117612200638,56,253,241.0,234.72917330994898,29.038803818930166,-4.604429509737513,20.596377411750346,55,254,241.0,234.91434816113946,29.34168381023655,-4.648631128886517,20.944843900249978,0.07963966836734694,20.308115433673468,65.7878041182611,134.9992263709366,0.09414749541872115,1.8116135243310632,0.05349170918367347,91.753586914409,422417874.0,70.48614875637755,51.692157325206175,0.21078253504290168,4.8046875,8.481961860733376,7.092829628318729,236.9375996492347,28.206192196584478,-4.829499340407586,234.91434816113946,860.9344088198977,-4.648631128886517,-486872.6,-486160.62,-482355.72,470.7615829404698,42.86803576426816,2955180954.721897,-0.09044042361928413,24.91752947560455,8211289.487585515,0.14000257197187607,22.350933237891024,6606995.984120751,0.3957130047566434,18.470754759855648,4514028.020641922,0.993500680027575,0.0015175686284135915,5.372010522959184,3.4108313005195017,0.14344244388578675,2.102963098142341,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s11_35_b.tif,1,Copy-move,tampered
0.92495084,2.7591925,81.0,8.699254369615707,114.68996216660625,0.6655971,2.6087248,0.38478556,1.1163031,1.7244699,3.7134318,-0.06584822,15.430171,238.09018,-5.761235493753639,47.90171701718054,4946.430364655634,9024.931539594452,31.824562,250.34807,2971378700.0,0.38892457,19.138744,21.916335978835978,20.341435185185187,3623.049421065976,56453.02069767847,160566713975807.97,117271655.43104377,7.30360935509415e-07,74.38281095905319,15.280934444090136,59.15096255063813,2360962,455.3110185778346,3.8943786034593204,0.8732907271955062,0.8185005238525641,251.63602120535714,20.31544212173565,-6.975064101846046,50.773073139038864,50,255,255.0,251.89094387755102,19.708504973881805,-7.533009219247619,59.1515067265774,44,255,255.0,251.1360012755102,19.971177577170454,-7.49260464715764,58.74922528398849,44,255,255.0,251.5543221194728,20.00237712542462,-7.324020026291971,56.06226189595487,0.056321747448979595,14.362045599489797,29.37287601869504,94.99963968139275,0.13642711468611105,1.258669244415246,0.0006776147959183673,70.33086352843702,248192090.0,13.916892538265307,24.1749127792004,2.9635457155808176,2.4845145089285716,10.333487810989686,7.347106495756675,252.40900031887756,17.838492769503464,-8.128628975992465,251.5543221194728,400.0950906677101,-7.324020026291971,-529547.6,-529723.9,-526490.1,503.85450027353073,24.810849065189267,3365563274.3313007,0.6686931873703404,20.854547362552413,5757626.693247154,0.060723339334286766,14.902306448026927,2937040.0679118223,0.007968775671576599,14.33680955793915,2718321.6720814644,0.9966203527815451,0.0008049572933201866,7.159817442602041,1.5599559897276212,0.35102297533854154,1.3229172791534265,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s1_74_b.tif,1,Copy-move,tampered
2.1002803,3.0303714,72.0,3.3744558399462714,24.692783734658963,2.0329242,3.2044666,1.3374124,1.8401936,2.9305046,3.5522885,-0.05213648,12.45646,155.1634,-5.2129340244283044,50.193917372249594,3079.834261662659,8051.337970141516,28.162025,228.39154,2470705700.0,-0.2134409,19.221119,69.35763888888889,74.48660714285714,3483.963707590734,51782.14475940709,135150486969344.02,96250350.01918787,7.121716848938931e-07,65.13620833982837,22.491614516900512,71.20049160098053,2060845,346.04085922485586,5.769198430493272,0.5392005960951977,0.43135957041492845,231.89734135841837,34.515768185781184,-1.7276677160298903,3.9430819416557945,34,255,255.0,228.0157246492347,38.189879919652775,-1.3737393441344234,1.9945199994665757,33,255,255.0,223.30618223852042,42.26295480179298,-1.1492880784825874,0.8663842579405574,31,255,253.0,227.73974941539115,38.61338619924755,-1.4012550751908093,2.0113444516462007,0.06012834821428571,15.332728794642858,40.04457218753201,89.72924813092727,0.07397534274072577,1.6362668847603703,-0.0013153698979591836,55.49625448318705,154533764.0,18.874900350765305,28.511897296011757,3.6783720947766474,11.436144770408163,16.377361840792478,3.248104049928643,232.17504384566325,34.11430763082276,-1.73079956870459,227.73974941539115,1490.9935937722412,-1.4012550751908093,-461919.8,-462355.1,-459236.62,459.76094406622303,69.67162113908314,2859698094.8587465,-0.5177150359312931,15.642932405073516,3239719.8268404985,0.02635838470289208,13.919839623597722,2562510.780574633,0.07308809904434761,11.299103071491233,1688502.8283956,0.9973874293308174,0.0005889053457982202,6.295758928571429,2.6996674371052074,0.17245923256387446,1.9502979168137113,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s9_67_b.tif,1,Copy-move,tampered
1.201132,2.0537763,44.0,4.601158106770307,39.24072357692015,0.9070671,2.0061672,0.72231746,1.2343895,1.9740114,2.4884706,-0.064911515,23.234423,539.8384,-3.0565541358189092,15.01721003927966,8293.60116096538,32528.227951519268,30.121023,245.53079,2855003600.0,-0.45241833,33.837482,52.09656084656085,54.892030423280424,4926.730909662596,55309.59136120764,154713861249024.0,146515295.41250688,9.470082010084353e-07,69.30689650706871,29.78241589604592,79.87659333541289,4982350,1076.7071388532993,8.448850896860986,0.7001677004938339,0.5895705212992983,245.2060546875,37.166721761340376,-4.018789298489323,14.901036109257053,47,255,255.0,245.36218510841837,35.97015514208918,-4.108901249730898,15.96297055947202,45,255,255.0,244.4259406887755,35.35858774430891,-4.170931324594239,16.677944208508254,46,255,254.0,244.99806016156464,36.17526855046015,-4.09660143462766,15.809396459120173,0.1055484693877551,26.914859693877553,76.75719132623317,180.35583703201644,0.11034298176796606,1.5617792691312324,-0.0017139668367346938,91.0692108287174,416139732.0,18.723194355867346,27.382960023514748,2.681158275341647,3.661431760204082,12.502329504510287,7.463344470966833,246.22785794005102,34.401372623491774,-4.314918932766923,244.99806016156464,1308.6500546979112,-4.09660143462766,-515133.1,-514517.3,-507808.94,491.4680380352233,53.79348494364551,3232647207.1957903,0.05992333832415156,30.890009796571192,12619246.01511234,-1.309603229241847,30.24124288629684,12117377.577221876,0.02442603676460099,14.451418750649385,2761963.2296136306,0.9915652278887628,0.0008471900964311913,6.650350765306122,2.243399091012461,0.20190049806568552,1.7745781751047038,/home/mohanganesh/AI_TraceFinder/The SUPATLANTIQUE dataset/Tampered images/Tampered/Copy-move/s9_59_b.tif,1,Copy-move,tampered
